FID,id,tyyppi,nimi,teksti,kiinnitys,kuvaus_pvm,katselusuunta,x,y,z,datanomistaja,paivitetty_tietopalveluun,geom
liikennemerkkipilotti_liikennemerkit.13862,13862,665a,N/A,73,Other,21.10.2015,147,25496152.038,6672868.079,20.698,Helsinki/MAKA,2018-11-20,POINT (6672868.079 25496152.038)
liikennemerkkipilotti_liikennemerkit.13863,13863,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Wall,09.10.2015,168,25493795.688,6671181.195,4.383,Helsinki/MAKA,2018-11-20,POINT (6671181.195 25493795.688)
liikennemerkkipilotti_liikennemerkit.13864,13864,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Wall,09.10.2015,168,25493795.587,6671181.054,4.079,Helsinki/MAKA,2018-11-20,POINT (6671181.054 25493795.587)
liikennemerkkipilotti_liikennemerkit.13865,13865,665a,N/A,74,Other,21.10.2015,321,25496154.407,6672888.132,19.881,Helsinki/MAKA,2018-11-20,POINT (6672888.132 25496154.407)
liikennemerkkipilotti_liikennemerkit.13866,13866,372,Pysäköinti kielletty,,Pole,21.10.2015,55,25496175.459,6672872.849,20.934,Helsinki/MAKA,2018-11-20,POINT (6672872.849 25496175.459)
liikennemerkkipilotti_liikennemerkit.13867,13867,871,Tekstillinen lisäkilpi,unreadable,Pole,21.10.2015,55,25496175.439,6672872.814,20.366,Helsinki/MAKA,2018-11-20,POINT (6672872.814 25496175.439)
liikennemerkkipilotti_liikennemerkit.13868,13868,372,Pysäköinti kielletty,,Pole,09.10.2015,250,25493761.099,6671238.822,5.534,Helsinki/MAKA,2018-11-20,POINT (6671238.822 25493761.099)
liikennemerkkipilotti_liikennemerkit.13869,13869,511,Suojatie,,Pole,21.10.2015,324,25496173.263,6672856.173,20.913,Helsinki/MAKA,2018-11-20,POINT (6672856.173 25496173.263)
liikennemerkkipilotti_liikennemerkit.13870,13870,424,N/A,,Lightpole,09.10.2015,124,25497659.122,6672767.757,6.015,Helsinki/MAKA,2018-11-20,POINT (6672767.757 25497659.122)
liikennemerkkipilotti_liikennemerkit.13871,13871,424,N/A,,Wall,09.10.2015,171,25493764.428,6671227.085,4.504,Helsinki/MAKA,2018-11-20,POINT (6671227.085 25493764.428)
liikennemerkkipilotti_liikennemerkit.13872,13872,Unclassified,Luokittelematon,,Wall,21.10.2015,151,25496184.114,6672874.39,19.143,Helsinki/MAKA,2018-11-20,POINT (6672874.39 25496184.114)
liikennemerkkipilotti_liikennemerkit.13873,13873,Unclassified,Luokittelematon,,Pole,21.10.2015,330,25496136.672,6672896,17.166,Helsinki/MAKA,2018-11-20,POINT (6672896 25496136.672)
liikennemerkkipilotti_liikennemerkit.13874,13874,Unclassified,Luokittelematon,,Pole,21.10.2015,235,25496137.672,6672894.611,17.226,Helsinki/MAKA,2018-11-20,POINT (6672894.611 25496137.672)
liikennemerkkipilotti_liikennemerkit.13875,13875,372,Pysäköinti kielletty,,Other,09.10.2015,24,25497716.777,6672751.437,4.119,Helsinki/MAKA,2018-11-20,POINT (6672751.437 25497716.777)
liikennemerkkipilotti_liikennemerkit.13876,13876,372,Pysäköinti kielletty,,Other,09.10.2015,27,25497717.973,6672750.663,4.119,Helsinki/MAKA,2018-11-20,POINT (6672750.663 25497717.973)
liikennemerkkipilotti_liikennemerkit.13877,13877,871,Tekstillinen lisäkilpi,unreadable,Pole,09.10.2015,311,25493756.023,6671239.295,4.332,Helsinki/MAKA,2018-11-20,POINT (6671239.295 25493756.023)
liikennemerkkipilotti_liikennemerkit.13878,13878,Unclassified,Luokittelematon,,Pole,21.10.2015,147,25496136.579,6672896.171,17.101,Helsinki/MAKA,2018-11-20,POINT (6672896.171 25496136.579)
liikennemerkkipilotti_liikennemerkit.13879,13879,371,Pysäyttäminen kielletty,,Trafficlight,09.10.2015,123,25497650.914,6672775.914,6.511,Helsinki/MAKA,2018-11-20,POINT (6672775.914 25497650.914)
liikennemerkkipilotti_liikennemerkit.13880,13880,851,Voimassaoloaika,8-17,Pole,09.10.2015,248,25493761.105,6671238.81,5.117,Helsinki/MAKA,2018-11-20,POINT (6671238.8100000005 25493761.105)
liikennemerkkipilotti_liikennemerkit.13881,13881,372,Pysäköinti kielletty,,Pole,21.10.2015,57,25496167.33,6672884.717,20.386,Helsinki/MAKA,2018-11-20,POINT (6672884.717 25496167.33)
liikennemerkkipilotti_liikennemerkit.13882,13882,511,Suojatie,,Pole,09.10.2015,240,25493762.339,6671240.197,4.961,Helsinki/MAKA,2018-11-20,POINT (6671240.197 25493762.339)
liikennemerkkipilotti_liikennemerkit.13883,13883,871,Tekstillinen lisäkilpi,unreadable,Pole,21.10.2015,57,25496167.32,6672884.695,19.813,Helsinki/MAKA,2018-11-20,POINT (6672884.695 25496167.32)
liikennemerkkipilotti_liikennemerkit.13884,13884,425,N/A,,Pole,09.10.2015,30,25497662.512,6672783.123,6.285,Helsinki/MAKA,2018-11-20,POINT (6672783.123 25497662.512)
liikennemerkkipilotti_liikennemerkit.13885,13885,511,Suojatie,,Wall,09.10.2015,84,25493764.612,6671227.529,5.483,Helsinki/MAKA,2018-11-20,POINT (6671227.529 25493764.612)
liikennemerkkipilotti_liikennemerkit.13886,13886,511,Suojatie,,Pole,09.10.2015,124,25497711.116,6672736.768,4.905,Helsinki/MAKA,2018-11-20,POINT (6672736.768 25497711.116)
liikennemerkkipilotti_liikennemerkit.13887,13887,373,Pysäköintikieltoalue,,Pole,09.10.2015,309,25493756.072,6671239.497,4.736,Helsinki/MAKA,2018-11-20,POINT (6671239.497 25493756.072)
liikennemerkkipilotti_liikennemerkit.13888,13888,822,N/A,unreadable,Wall,09.10.2015,32,25497707.286,6672757.503,4.892,Helsinki/MAKA,2018-11-20,POINT (6672757.503 25497707.286)
liikennemerkkipilotti_liikennemerkit.13890,13890,511,Suojatie,,Pole,09.10.2015,206,25497711.985,6672726.931,6.158,Helsinki/MAKA,2018-11-20,POINT (6672726.931 25497711.985)
liikennemerkkipilotti_liikennemerkit.13891,13891,331,Kielletty ajosuunta,,Wall,09.10.2015,316,25493728.454,6671236.27,6.491,Helsinki/MAKA,2018-11-20,POINT (6671236.27 25493728.454)
liikennemerkkipilotti_liikennemerkit.13892,13892,372,Pysäköinti kielletty,,Pole,09.10.2015,260,25493713.482,6671230.112,6.515,Helsinki/MAKA,2018-11-20,POINT (6671230.112 25493713.482)
liikennemerkkipilotti_liikennemerkit.13893,13893,372,Pysäköinti kielletty,,Pole,09.10.2015,117,25497731.03,6672723.535,5.745,Helsinki/MAKA,2018-11-20,POINT (6672723.535 25497731.03)
liikennemerkkipilotti_liikennemerkit.13894,13894,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Pole,09.10.2015,307,25493756.099,6671238.919,4.118,Helsinki/MAKA,2018-11-20,POINT (6671238.919 25493756.099)
liikennemerkkipilotti_liikennemerkit.13895,13895,511,Suojatie,,Pole,09.10.2015,305,25497718.374,6672741.409,4.963,Helsinki/MAKA,2018-11-20,POINT (6672741.409 25497718.374)
liikennemerkkipilotti_liikennemerkit.13896,13896,Unclassified,Luokittelematon,,Pole,20.10.2015,62,25496137.567,6672894.502,17.169,Helsinki/MAKA,2018-11-20,POINT (6672894.502 25496137.567)
liikennemerkkipilotti_liikennemerkit.13897,13897,372,Pysäköinti kielletty,,Pole,21.10.2015,53,25496151.988,6672906.952,19.612,Helsinki/MAKA,2018-11-20,POINT (6672906.952 25496151.988)
liikennemerkkipilotti_liikennemerkit.13898,13898,Unclassified,Luokittelematon,,Other,09.10.2015,305,25497699.856,6672755.19,7.587,Helsinki/MAKA,2018-11-20,POINT (6672755.19 25497699.856)
liikennemerkkipilotti_liikennemerkit.13899,13899,871,Tekstillinen lisäkilpi,unreadable,Pole,21.10.2015,53,25496151.925,6672906.925,19.152,Helsinki/MAKA,2018-11-20,POINT (6672906.925 25496151.925)
liikennemerkkipilotti_liikennemerkit.13900,13900,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Pole,21.10.2015,53,25496151.946,6672906.953,18.928,Helsinki/MAKA,2018-11-20,POINT (6672906.953 25496151.946)
liikennemerkkipilotti_liikennemerkit.13901,13901,Unclassified,Luokittelematon,,Pole,21.10.2015,53,25496151.919,6672906.936,18.667,Helsinki/MAKA,2018-11-20,POINT (6672906.936 25496151.919)
liikennemerkkipilotti_liikennemerkit.13902,13902,373,Pysäköintikieltoalue,,Pole,09.10.2015,206,25497711.961,6672727.073,5.264,Helsinki/MAKA,2018-11-20,POINT (6672727.073 25497711.961)
liikennemerkkipilotti_liikennemerkit.13903,13903,573,N/A,,Pole,21.10.2015,53,25496151.647,6672907.612,18.673,Helsinki/MAKA,2018-11-20,POINT (6672907.612 25496151.647)
liikennemerkkipilotti_liikennemerkit.13904,13904,363_30,N/A,,Pole,09.10.2015,206,25497711.974,6672727.03,5.687,Helsinki/MAKA,2018-11-20,POINT (6672727.03 25497711.974)
liikennemerkkipilotti_liikennemerkit.14703,14703,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Wall,06.10.2015,108,25495909.469,6672789.27,17.939,Helsinki/MAKA,2018-11-20,POINT (6672789.27 25495909.469)
liikennemerkkipilotti_liikennemerkit.14704,14704,372,Pysäköinti kielletty,,Pole,06.10.2015,279,25495889.958,6672806.827,18.598,Helsinki/MAKA,2018-11-20,POINT (6672806.827 25495889.958)
liikennemerkkipilotti_liikennemerkit.14705,14705,511,Suojatie,,Wall,05.10.2015,268,25497306.213,6672542.026,11.452,Helsinki/MAKA,2018-11-20,POINT (6672542.026 25497306.213)
liikennemerkkipilotti_liikennemerkit.14706,14706,342,N/A,"2,2 m",Wall,06.10.2015,201,25495878.333,6672797.409,17.611,Helsinki/MAKA,2018-11-20,POINT (6672797.409 25495878.333)
liikennemerkkipilotti_liikennemerkit.14707,14707,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Wall,06.10.2015,201,25495878.299,6672797.422,17.226,Helsinki/MAKA,2018-11-20,POINT (6672797.422 25495878.299)
liikennemerkkipilotti_liikennemerkit.14708,14708,Unclassified,Luokittelematon,,Wall,06.10.2015,285,25495871.915,6672817.991,19.08,Helsinki/MAKA,2018-11-20,POINT (6672817.991 25495871.915)
liikennemerkkipilotti_liikennemerkit.14709,14709,Unclassified,Luokittelematon,,Pole,05.10.2015,89,25497307.596,6672530.349,8.31,Helsinki/MAKA,2018-11-20,POINT (6672530.349 25497307.596)
liikennemerkkipilotti_liikennemerkit.14710,14710,371,Pysäyttäminen kielletty,,Pole,05.10.2015,306,25497284.497,6672539.285,9.359,Helsinki/MAKA,2018-11-20,POINT (6672539.285 25497284.497)
liikennemerkkipilotti_liikennemerkit.14711,14711,343,N/A,12 m,Pole,05.10.2015,306,25497284.274,6672539.34,10.834,Helsinki/MAKA,2018-11-20,POINT (6672539.34 25497284.274)
liikennemerkkipilotti_liikennemerkit.14712,14712,Unclassified,Luokittelematon,,Wall,06.10.2015,279,25495841.75,6672825.787,17.989,Helsinki/MAKA,2018-11-20,POINT (6672825.787 25495841.75)
liikennemerkkipilotti_liikennemerkit.14713,14713,Unclassified,Luokittelematon,,Wall,06.10.2015,106,25495871.751,6672818.014,19.132,Helsinki/MAKA,2018-11-20,POINT (6672818.014 25495871.751)
liikennemerkkipilotti_liikennemerkit.14714,14714,511,Suojatie,,Pole,06.10.2015,93,25497602.631,6673739.003,5.315,Helsinki/MAKA,2018-11-20,POINT (6673739.003 25497602.631)
liikennemerkkipilotti_liikennemerkit.14715,14715,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Pole,05.10.2015,306,25497284.459,6672539.292,10.103,Helsinki/MAKA,2018-11-20,POINT (6672539.292 25497284.459)
liikennemerkkipilotti_liikennemerkit.14716,14716,231,Väistämisvelvollisuus risteyksessä,,Wall,05.10.2015,268,25497306.266,6672541.943,11.002,Helsinki/MAKA,2018-11-20,POINT (6672541.943 25497306.266)
liikennemerkkipilotti_liikennemerkit.14717,14717,333,N/A,,Wall,05.10.2015,268,25497306.315,6672542.025,10.164,Helsinki/MAKA,2018-11-20,POINT (6672542.025 25497306.315)
liikennemerkkipilotti_liikennemerkit.14718,14718,677,Pysäköinti,,Pole,05.10.2015,89,25497307.593,6672530.243,9.34,Helsinki/MAKA,2018-11-20,POINT (6672530.243 25497307.593)
liikennemerkkipilotti_liikennemerkit.14719,14719,677,Pysäköinti,,Pole,06.10.2015,285,25495865.121,6672813.934,18.48,Helsinki/MAKA,2018-11-20,POINT (6672813.934 25495865.121)
liikennemerkkipilotti_liikennemerkit.14720,14720,845,N/A,,Pole,06.10.2015,285,25495865.138,6672813.88,17.698,Helsinki/MAKA,2018-11-20,POINT (6672813.88 25495865.138)
liikennemerkkipilotti_liikennemerkit.14721,14721,Unclassified,Luokittelematon,,Pole,06.10.2015,7,25495865.009,6672813.853,17.475,Helsinki/MAKA,2018-11-20,POINT (6672813.853 25495865.009)
liikennemerkkipilotti_liikennemerkit.14722,14722,231,Väistämisvelvollisuus risteyksessä,,Pole,05.10.2015,94,25497285.3,6672529.028,10.095,Helsinki/MAKA,2018-11-20,POINT (6672529.028 25497285.3)
liikennemerkkipilotti_liikennemerkit.14723,14723,372,Pysäköinti kielletty,,Wall,05.10.2015,268,25497276.773,6672539.983,11.315,Helsinki/MAKA,2018-11-20,POINT (6672539.983 25497276.773)
liikennemerkkipilotti_liikennemerkit.14724,14724,Unclassified,Luokittelematon,60min,Wall,05.10.2015,268,25497276.63,6672540.136,10.506,Helsinki/MAKA,2018-11-20,POINT (6672540.136 25497276.63)
liikennemerkkipilotti_liikennemerkit.14725,14725,855b,Maksullinen pysäköinti,9-21(9-18),Pole,05.10.2015,89,25497307.593,6672530.26,8.839,Helsinki/MAKA,2018-11-20,POINT (6672530.26 25497307.593)
liikennemerkkipilotti_liikennemerkit.14726,14726,Unclassified,Luokittelematon,,Pole,06.10.2015,285,25495865.093,6672813.941,17.886,Helsinki/MAKA,2018-11-20,POINT (6672813.941 25495865.093)
liikennemerkkipilotti_liikennemerkit.14727,14727,511,Suojatie,,Wall,05.10.2015,2,25497305.08,6672543.108,11.203,Helsinki/MAKA,2018-11-20,POINT (6672543.108 25497305.08)
liikennemerkkipilotti_liikennemerkit.14728,14728,331,Kielletty ajosuunta,,Wall,05.10.2015,2,25497305.003,6672543.138,10.746,Helsinki/MAKA,2018-11-20,POINT (6672543.138 25497305.003)
liikennemerkkipilotti_liikennemerkit.14729,14729,Unclassified,Luokittelematon,,Wall,06.10.2015,106,25495841.655,6672825.97,17.994,Helsinki/MAKA,2018-11-20,POINT (6672825.97 25495841.655)
liikennemerkkipilotti_liikennemerkit.14730,14730,511,Suojatie,,Pole,05.10.2015,94,25497285.263,6672529.215,10.574,Helsinki/MAKA,2018-11-20,POINT (6672529.215 25497285.263)
liikennemerkkipilotti_liikennemerkit.14731,14731,332,N/A,,Pole,05.10.2015,94,25497285.188,6672529.089,9.175,Helsinki/MAKA,2018-11-20,POINT (6672529.089 25497285.188)
liikennemerkkipilotti_liikennemerkit.14732,14732,Unclassified,Luokittelematon,,Wall,05.10.2015,268,25497276.739,6672540.08,10.305,Helsinki/MAKA,2018-11-20,POINT (6672540.08 25497276.739)
liikennemerkkipilotti_liikennemerkit.14733,14733,855a,Maksullinen pysäköinti,unreadable,Wall,05.10.2015,268,25497276.631,6672540.219,10.781,Helsinki/MAKA,2018-11-20,POINT (6672540.219 25497276.631)
liikennemerkkipilotti_liikennemerkit.14734,14734,363_40,N/A,,Pole,08.10.2015,89,25497273.094,6672528.355,11.097,Helsinki/MAKA,2018-11-20,POINT (6672528.355 25497273.094)
liikennemerkkipilotti_liikennemerkit.14735,14735,372,Pysäköinti kielletty,,Pole,06.10.2015,270,25497602.723,6673738.988,4.715,Helsinki/MAKA,2018-11-20,POINT (6673738.988 25497602.723)
liikennemerkkipilotti_liikennemerkit.14736,14736,363_30,N/A,,Wall,08.10.2015,262,25497255.936,6672538.897,12.185,Helsinki/MAKA,2018-11-20,POINT (6672538.897 25497255.936)
liikennemerkkipilotti_liikennemerkit.14737,14737,372,Pysäköinti kielletty,,Wall,08.10.2015,262,25497255.917,6672538.888,11.542,Helsinki/MAKA,2018-11-20,POINT (6672538.888 25497255.917)
liikennemerkkipilotti_liikennemerkit.14738,14738,871,Tekstillinen lisäkilpi,Yksityisalue,Pole,09.10.2015,88,25493916.026,6671775.392,5.414,Helsinki/MAKA,2018-11-20,POINT (6671775.392 25493916.026)
liikennemerkkipilotti_liikennemerkit.14739,14739,851,Voimassaoloaika,7-18,Wall,08.10.2015,262,25497255.877,6672539.024,11.113,Helsinki/MAKA,2018-11-20,POINT (6672539.024 25497255.877)
liikennemerkkipilotti_liikennemerkit.14740,14740,825,N/A,,Pole,06.10.2015,270,25497602.704,6673739.009,4.242,Helsinki/MAKA,2018-11-20,POINT (6673739.009 25497602.704)
liikennemerkkipilotti_liikennemerkit.14741,14741,Unclassified,Luokittelematon,,Pole,08.10.2015,92,25497258.53,6672527.678,10.554,Helsinki/MAKA,2018-11-20,POINT (6672527.678 25497258.53)
liikennemerkkipilotti_liikennemerkit.14742,14742,371,Pysäyttäminen kielletty,,Pole,08.10.2015,92,25497258.578,6672527.624,10.94,Helsinki/MAKA,2018-11-20,POINT (6672527.624 25497258.578)
liikennemerkkipilotti_liikennemerkit.14743,14743,677,Pysäköinti,,Pole,06.10.2015,0,25497591.188,6673742.828,4.946,Helsinki/MAKA,2018-11-20,POINT (6673742.828 25497591.188)
liikennemerkkipilotti_liikennemerkit.14744,14744,372,Pysäköinti kielletty,,Pole,08.10.2015,92,25497246.16,6672527.208,11.231,Helsinki/MAKA,2018-11-20,POINT (6672527.208 25497246.16)
liikennemerkkipilotti_liikennemerkit.14745,14745,372,Pysäköinti kielletty,,Wall,20.10.2015,83,25497214.464,6672524.122,12.621,Helsinki/MAKA,2018-11-20,POINT (6672524.122 25497214.464)
liikennemerkkipilotti_liikennemerkit.14746,14746,Unclassified,Luokittelematon,,Wall,20.10.2015,169,25497214.623,6672524.074,11.392,Helsinki/MAKA,2018-11-20,POINT (6672524.074 25497214.623)
liikennemerkkipilotti_liikennemerkit.14747,14747,854,N/A,0-24,Pole,06.10.2015,358,25497591.125,6673742.826,4.36,Helsinki/MAKA,2018-11-20,POINT (6673742.826 25497591.125)
liikennemerkkipilotti_liikennemerkit.14748,14748,Unclassified,Luokittelematon,,Wall,20.10.2015,81,25497214.495,6672524.049,11.633,Helsinki/MAKA,2018-11-20,POINT (6672524.049 25497214.495)
liikennemerkkipilotti_liikennemerkit.14749,14749,855a,Maksullinen pysäköinti,9-21(9-18),Pole,20.10.2015,180,25497202.314,6672508.503,12.07,Helsinki/MAKA,2018-11-20,POINT (6672508.503 25497202.314)
liikennemerkkipilotti_liikennemerkit.14750,14750,344,N/A,4.5t,Pole,20.10.2015,180,25497193.669,6672508.022,10.903,Helsinki/MAKA,2018-11-20,POINT (6672508.022 25497193.669)
liikennemerkkipilotti_liikennemerkit.14751,14751,855a,Maksullinen pysäköinti,9-21,Pole,06.10.2015,213,25497599.205,6673724.909,4.302,Helsinki/MAKA,2018-11-20,POINT (6673724.909 25497599.205)
liikennemerkkipilotti_liikennemerkit.14752,14752,Unclassified,Luokittelematon,,Pole,06.10.2015,213,25497599.185,6673724.841,4.115,Helsinki/MAKA,2018-11-20,POINT (6673724.841 25497599.185)
liikennemerkkipilotti_liikennemerkit.12302,12302,423,Yhdistetty pyörätie ja jalkakäytävä,,Pole,09.10.2015,165,25493409.018,6671617.985,5.458,Helsinki/MAKA,2018-11-20,POINT (6671617.985 25493409.018)
liikennemerkkipilotti_liikennemerkit.12303,12303,511,Suojatie,,Pole,09.10.2015,268,25497550.487,6672797.643,5.274,Helsinki/MAKA,2018-11-20,POINT (6672797.643 25497550.487)
liikennemerkkipilotti_liikennemerkit.12304,12304,856a,Pysäköintikiekon käyttövelvollisuus,4h 8-20,Pole,09.10.2015,199,25493406.411,6671605.29,5.204,Helsinki/MAKA,2018-11-20,POINT (6671605.29 25493406.411)
liikennemerkkipilotti_liikennemerkit.12305,12305,511,Suojatie,,Pole,09.10.2015,268,25497551.354,6672788.943,5.209,Helsinki/MAKA,2018-11-20,POINT (6672788.943 25497551.354)
liikennemerkkipilotti_liikennemerkit.12306,12306,Unclassified,Luokittelematon,,Pole,09.10.2015,190,25493406.432,6671605.332,4.925,Helsinki/MAKA,2018-11-20,POINT (6671605.332 25493406.432)
liikennemerkkipilotti_liikennemerkit.12307,12307,417,Liikenteen jakaja,,Pole,09.10.2015,268,25497551.368,6672788.882,4.594,Helsinki/MAKA,2018-11-20,POINT (6672788.882 25497551.368)
liikennemerkkipilotti_liikennemerkit.12308,12308,331,Kielletty ajosuunta,,Wall,09.10.2015,357,25497513.419,6672800.263,7.299,Helsinki/MAKA,2018-11-20,POINT (6672800.263 25497513.419)
liikennemerkkipilotti_liikennemerkit.12309,12309,343,N/A,12 m,Trafficlight,08.10.2015,263,25497864.74,6673504.749,8.208,Helsinki/MAKA,2018-11-20,POINT (6673504.749 25497864.74)
liikennemerkkipilotti_liikennemerkit.12310,12310,363_30,N/A,,Lightpole,09.10.2015,268,25497490.327,6672794.814,6.103,Helsinki/MAKA,2018-11-20,POINT (6672794.814 25497490.327)
liikennemerkkipilotti_liikennemerkit.12311,12311,371,Pysäyttäminen kielletty,,Pole,09.10.2015,268,25497480.512,6672793.81,6.085,Helsinki/MAKA,2018-11-20,POINT (6672793.8100000005 25497480.512)
liikennemerkkipilotti_liikennemerkit.12312,12312,825,N/A,,Pole,22.10.2015,327,25497784.968,6671768.054,20.303,Helsinki/MAKA,2018-11-20,POINT (6671768.054 25497784.968)
liikennemerkkipilotti_liikennemerkit.12313,12313,Unclassified,Luokittelematon,,Pole,09.10.2015,268,25497480.528,6672793.933,5.63,Helsinki/MAKA,2018-11-20,POINT (6672793.933 25497480.528)
liikennemerkkipilotti_liikennemerkit.12314,12314,372,Pysäköinti kielletty,,Pole,22.10.2015,326,25497790.174,6671777.512,21.645,Helsinki/MAKA,2018-11-20,POINT (6671777.512 25497790.174)
liikennemerkkipilotti_liikennemerkit.12315,12315,372,Pysäköinti kielletty,,Lightpole,09.10.2015,268,25497461.356,6672793.335,5.929,Helsinki/MAKA,2018-11-20,POINT (6672793.335 25497461.356)
liikennemerkkipilotti_liikennemerkit.12316,12316,855a,Maksullinen pysäköinti,9-21,Pole,22.10.2015,324,25497790.192,6671777.539,21.222,Helsinki/MAKA,2018-11-20,POINT (6671777.539 25497790.192)
liikennemerkkipilotti_liikennemerkit.12317,12317,372,Pysäköinti kielletty,,Pole,09.10.2015,101,25493306.386,6671629.293,5.948,Helsinki/MAKA,2018-11-20,POINT (6671629.293 25493306.386)
liikennemerkkipilotti_liikennemerkit.12318,12318,122,N/A,,Pole,09.10.2015,100,25493295.548,6671629.322,6.533,Helsinki/MAKA,2018-11-20,POINT (6671629.322 25493295.548)
liikennemerkkipilotti_liikennemerkit.12319,12319,372,Pysäköinti kielletty,,Pole,09.10.2015,100,25493295.576,6671629.325,5.621,Helsinki/MAKA,2018-11-20,POINT (6671629.325 25493295.576)
liikennemerkkipilotti_liikennemerkit.12320,12320,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Portal front,09.10.2015,269,25497297.375,6672783.008,6.856,Helsinki/MAKA,2018-11-20,POINT (6672783.008 25497297.375)
liikennemerkkipilotti_liikennemerkit.12321,12321,Unclassified,Luokittelematon,,Pole,09.10.2015,180,25493406.417,6671605.504,6.252,Helsinki/MAKA,2018-11-20,POINT (6671605.504 25493406.417)
liikennemerkkipilotti_liikennemerkit.12322,12322,Unclassified,Luokittelematon,,Pole,08.10.2015,264,25497849.128,6673623.33,5.874,Helsinki/MAKA,2018-11-20,POINT (6673623.33 25497849.128)
liikennemerkkipilotti_liikennemerkit.12323,12323,511,Suojatie,,Wall,09.10.2015,357,25497513.491,6672800.22,7.936,Helsinki/MAKA,2018-11-20,POINT (6672800.22 25497513.491)
liikennemerkkipilotti_liikennemerkit.12324,12324,372,Pysäköinti kielletty,,Pole,22.10.2015,0,25497796.044,6671764.149,19.796,Helsinki/MAKA,2018-11-20,POINT (6671764.149 25497796.044)
liikennemerkkipilotti_liikennemerkit.12325,12325,318,N/A,,Trafficlight,08.10.2015,261,25497864.743,6673504.75,6.859,Helsinki/MAKA,2018-11-20,POINT (6673504.75 25497864.743)
liikennemerkkipilotti_liikennemerkit.12326,12326,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Pole,22.10.2015,0,25497796.014,6671764.049,19.301,Helsinki/MAKA,2018-11-20,POINT (6671764.049 25497796.014)
liikennemerkkipilotti_liikennemerkit.12327,12327,848,N/A,,Trafficlight,08.10.2015,261,25497864.764,6673504.749,6.384,Helsinki/MAKA,2018-11-20,POINT (6673504.749 25497864.764)
liikennemerkkipilotti_liikennemerkit.12328,12328,417,Liikenteen jakaja,,Pole,09.10.2015,94,25497500.371,6672786.296,5.181,Helsinki/MAKA,2018-11-20,POINT (6672786.296 25497500.371)
liikennemerkkipilotti_liikennemerkit.12329,12329,372,Pysäköinti kielletty,,Pole,22.10.2015,327,25497785.079,6671768.067,20.909,Helsinki/MAKA,2018-11-20,POINT (6671768.067 25497785.079)
liikennemerkkipilotti_liikennemerkit.12330,12330,511,Suojatie,,Pole,09.10.2015,94,25497500.421,6672786.36,5.772,Helsinki/MAKA,2018-11-20,POINT (6672786.36 25497500.421)
liikennemerkkipilotti_liikennemerkit.12331,12331,372,Pysäköinti kielletty,,Pole,09.10.2015,109,25493423.625,6671603.919,4.78,Helsinki/MAKA,2018-11-20,POINT (6671603.919 25493423.625)
liikennemerkkipilotti_liikennemerkit.12332,12332,511,Suojatie,,Lightpole,08.10.2015,169,25497865.835,6673510.323,5.343,Helsinki/MAKA,2018-11-20,POINT (6673510.323 25497865.835)
liikennemerkkipilotti_liikennemerkit.12333,12333,371,Pysäyttäminen kielletty,,Pole,22.10.2015,248,25497732.053,6671798.69,21.181,Helsinki/MAKA,2018-11-20,POINT (6671798.69 25497732.053)
liikennemerkkipilotti_liikennemerkit.12334,12334,872,"Tekstillinen lisäkilpi ""Huoltoajo sallittu""",unreadable,Pole,09.10.2015,109,25493423.427,6671604.043,4.301,Helsinki/MAKA,2018-11-20,POINT (6671604.043 25493423.427)
liikennemerkkipilotti_liikennemerkit.12335,12335,333,N/A,,Pole,09.10.2015,261,25497433.361,6672791.648,5.96,Helsinki/MAKA,2018-11-20,POINT (6672791.648 25497433.361)
liikennemerkkipilotti_liikennemerkit.12336,12336,372,Pysäköinti kielletty,,Pole,08.10.2015,180,25497849.842,6673613.326,5.203,Helsinki/MAKA,2018-11-20,POINT (6673613.326 25497849.842)
liikennemerkkipilotti_liikennemerkit.12337,12337,511,Suojatie,,Pole,09.10.2015,351,25497430.956,6672791.65,4.899,Helsinki/MAKA,2018-11-20,POINT (6672791.65 25497430.956)
liikennemerkkipilotti_liikennemerkit.12338,12338,511,Suojatie,,Pole,09.10.2015,100,25493404.883,6671607.307,5.073,Helsinki/MAKA,2018-11-20,POINT (6671607.307 25493404.883)
liikennemerkkipilotti_liikennemerkit.12339,12339,Unclassified,Luokittelematon,,Pole,22.10.2015,324,25497790.184,6671777.542,21.031,Helsinki/MAKA,2018-11-20,POINT (6671777.542 25497790.184)
liikennemerkkipilotti_liikennemerkit.12340,12340,417,Liikenteen jakaja,,Pole,09.10.2015,268,25497431.748,6672780.207,4.404,Helsinki/MAKA,2018-11-20,POINT (6672780.207 25497431.748)
